Position,Changes,Cluster
11,5,0
8,2,2
3,6,1
8,7,0
7,1,2
6,5,2
1,2,1
6,4,2
2,5,1
4,5,1
11,6,0
3,4,1
7,2,2
3,6,1
9,6,0
10,4,0
10,6,0
3,4,1
5,1,2
3,2,1
16,3,3
6,2,2
