PaulHEALION,0,-1,0
AlirezaAHAMADI ASHJERDI,1,1,-4
ClemensSELZER,-1,-2,0
JunyueWANG,0,0,0
VolodymyrDIUDIA,0,1,5
AdrianTEKLINSKI,-1,1,1
MiaoZHANG,-1,0,2
TakashiSAKAMOTO,0,0,0
YondiSCHMIDT,-1,0,0
FilipDITZEL,1,2,0
MathiasSTUMPF,-1,-4,-1
ValentinSAVITSKIY,0,-2,-2
RizalTISIN Mohd,2,4,1
RomanKONONENKO,0,0,0
ThierryJOLLET,0,-1,-2
FrancoisPERVIS,1,0,-1
HaoLI Wen,0,0,1
KamilKUCZYNSKI,0,1,0
