Greece,0,-1
Malaysia,0,1
India,0,2
Canada,0,0
CzechRepublic,0,2
UnitedStates,1,-5
Japan,-1,4
Venezuela,1,-1
Poland,-1,1
China,0,0
France,1,0
NewZealand,-1,1
Netherlands,-1,-5
Australia,1,2
Russia,0,0
Germany,-1,0
GreatBritain,1,-1
