Brazil,1,0
UnitedStates,1,-1
Venezuela,0,1
Canada,1,0
CzechRepublic,1,1
China,0,-2
Netherlands,1,0
Poland,1,1
Japan,2,0
Germany,0,0
MOSCOWTRACKTEAM,1,0
TEAMERDGAS2012,0,0
France,2,-1
Russia,1,1
