SergioALIAGA,-1,-1,-1
HaoLIU,0,0,4
AndreyKUBEEV,0,2,1
BernardESTERHUIZEN,1,-2,-4
FilipDITZEL,0,2,0
TakashiSAKAMOTO,-3,0,0
FrancoisPERVIS,0,0,0
JuanPERALTA,-2,-1,0
TjMATHIESON,4,0,-2
HugoHAAK,-2,-1,-1
FrancescoCECI,1,1,1
JoachimEILERS,3,0,4
