Korea,3
Spain,1
Colombia,0
HongKong,2
NewZealand,3
Japan,1
Russia,0
Venezuela,3
Netherlands,-8
Ukraine,3
Germany,1
Lithuania,-8
China,0
France,0
Australia,-1
GreatBritain,0
