ArturERSHOV,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
VitaliySHCHEDOV,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
JasonALLEN,Lap-2-Place--4,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-+3,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place--1,Lap-11-Place--1,Lap-12-Place--1,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
DominiqueCORNU,Lap-2-Place-+6,Lap-3-Place-+2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
ArnoVAN DER ZWET,Lap-2-Place--5,Lap-3-Place--1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+3,Lap-9-Place-+1,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-0
"21,Nov",Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
JaeJANG Sun,Lap-2-Place-+3,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place--2,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
SimonLLEWELLYN,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-+1,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
"21,Nov",Lap-2-Place-+3,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-0
AsierMAEZTU BILLELABEITIA,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+1
HungWU Po,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+1
"21,Nov",Lap-2-Place--2,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place--3,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place--1,Lap-10-Place--2,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
RohanDENNIS,Lap-2-Place--2,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
LeviHEIMANS,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-0
"21,Nov",Lap-2-Place-+1,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-+1,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
PawelBRYLOWSKI,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
YutaWAKIMOTO,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
"21,Nov",Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
SilvanDILLIER,Lap-2-Place--5,Lap-3-Place--3,Lap-4-Place--10,Lap-5-Place--2,Lap-6-Place--3,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
LokCHEUNG King,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-+2,Lap-15-Place-0,Lap-16-Place-0
WestleyGOUGH,Lap-2-Place-+8,Lap-3-Place-+1,Lap-4-Place-+2,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
JonathanDUFRASNE,Lap-2-Place-0,Lap-3-Place-+2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+3,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
XiaoJIANG,Lap-2-Place--1,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+1
AlbertTORRES BARCELO,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-+2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-+1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
NeofytosSAKELLARIDIS Magkoyras,Lap-2-Place--2,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
JieWANG,Lap-2-Place--5,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
NormanHANSEN Lasse,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--3,Lap-11-Place--2,Lap-12-Place--1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
DavidO'LOUGHLIN,Lap-2-Place--1,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place--1,Lap-16-Place-+1
IngmarDE POORTERE,Lap-2-Place-+3,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place-+2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place--1,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place-0,Lap-16-Place--1
JulienMORICE,Lap-2-Place--7,Lap-3-Place--3,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place--1,Lap-13-Place--1,Lap-14-Place--1,Lap-15-Place-0,Lap-16-Place-0
PatrickGRETSCH,Lap-2-Place--1,Lap-3-Place--3,Lap-4-Place--3,Lap-5-Place--2,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-+2,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+2,Lap-16-Place-0
ArnoVAN DER ZWET,Lap-2-Place--5,Lap-3-Place--4,Lap-4-Place-+2,Lap-5-Place--2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+1
AlexanderSEROV,Lap-2-Place-+4,Lap-3-Place-+5,Lap-4-Place-+2,Lap-5-Place-+2,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
MarcoCOLEDAN,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place--1,Lap-5-Place-+1,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-+2,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-+1,Lap-15-Place-0,Lap-16-Place-+1
ArturERSHOV,Lap-2-Place-+1,Lap-3-Place-+3,Lap-4-Place-+7,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place--1,Lap-16-Place--1
LeviHEIMANS,Lap-2-Place--2,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-+2,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
EstebanARANGO CARVAJAL Juan,Lap-2-Place--5,Lap-3-Place--1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-+2,Lap-15-Place-0,Lap-16-Place-0
GediminasBAGDONAS,Lap-2-Place-0,Lap-3-Place--2,Lap-4-Place--1,Lap-5-Place--2,Lap-6-Place--2,Lap-7-Place--1,Lap-8-Place--1,Lap-9-Place--2,Lap-10-Place--4,Lap-11-Place--2,Lap-12-Place--1,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place-0,Lap-16-Place-0
RohanDENNIS,Lap-2-Place-0,Lap-3-Place--1,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-+1,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
VitaliyPOPKOV,Lap-2-Place-+1,Lap-3-Place-+3,Lap-4-Place-+2,Lap-5-Place--1,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
JackBOBRIDGE,Lap-2-Place-+7,Lap-3-Place-+2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--2,Lap-16-Place-0
VitaliySHCHEDOV,Lap-2-Place-+3,Lap-3-Place-+2,Lap-4-Place--2,Lap-5-Place-+1,Lap-6-Place-+1,Lap-7-Place-+1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
TaylorPHINNEY,Lap-2-Place-+2,Lap-3-Place--1,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place--1
JesseSERGENT,Lap-2-Place-+3,Lap-3-Place-+3,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place--1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-+1
VictorMANAKOV,Lap-2-Place-+4,Lap-3-Place-+1,Lap-4-Place-+2,Lap-5-Place-+2,Lap-6-Place-+2,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
RomanDRONIN,Lap-2-Place--1,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place--3,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
AntonioCASTRO LAVERDE Arles,Lap-2-Place--2,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place--2,Lap-13-Place-0,Lap-14-Place-+1,Lap-15-Place-0,Lap-16-Place-0
NikiasARNDT,Lap-2-Place--1,Lap-3-Place--1,Lap-4-Place--4,Lap-5-Place-0,Lap-6-Place--2,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+1
GiairoERMETI,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-+1
DominiqueCORNU,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place-+2,Lap-5-Place--2,Lap-6-Place--1,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
CastilloFELIX ALEJANDRO Baron,Lap-2-Place-0,Lap-3-Place-+2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place--2,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
AsierMAEZTU BILLELABEITIA,Lap-2-Place--2,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
SamuelHARRISON,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
LeviHEIMANS,Lap-2-Place--1,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
ClaudioIMHOF,Lap-2-Place--1,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
BerikKUPESHOV,Lap-2-Place--6,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place-+1,Lap-14-Place-+2,Lap-15-Place-0,Lap-16-Place-0
JulienMORICE,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
KilianMOSER,Lap-2-Place--2,Lap-3-Place--2,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
JenningHUIZENGA,Lap-2-Place-+5,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+1
MichaelHEPBURN,Lap-2-Place-+2,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
LokCHEUNG King,Lap-2-Place--2,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place--1,Lap-14-Place-+1,Lap-15-Place-0,Lap-16-Place-0
SergiESCOBAR ROURE,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
JackBOBRIDGE,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place--1,Lap-8-Place--1,Lap-9-Place--1,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place--1,Lap-13-Place--1,Lap-14-Place--4,Lap-15-Place-0,Lap-16-Place-0
VitaliySHCHEDOV,Lap-2-Place-+3,Lap-3-Place-0,Lap-4-Place-+2,Lap-5-Place-+1,Lap-6-Place--1,Lap-7-Place--1,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-0
JesseSERGENT,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place--3,Lap-5-Place--1,Lap-6-Place-+1,Lap-7-Place-+2,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place--1
AliTORABI,Lap-2-Place-+1,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
SunjaeJANG,Lap-2-Place-0,Lap-3-Place--4,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-+2,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
MicheleSCARTEZZINI,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+2,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-+1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
YulongXU,Lap-2-Place-+1,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place-+1,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-+2,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place--1,Lap-16-Place--1
MaximKOZYREV,Lap-2-Place-+1,Lap-3-Place-+3,Lap-4-Place-+2,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place--1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-+1
DanielRACKWITZ,Lap-2-Place-0,Lap-3-Place--4,Lap-4-Place--5,Lap-5-Place--2,Lap-6-Place--3,Lap-7-Place-0,Lap-8-Place--2,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+2
ValeryVALYNIN,Lap-2-Place-0,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place--3,Lap-7-Place--1,Lap-8-Place--1,Lap-9-Place--2,Lap-10-Place--1,Lap-11-Place--1,Lap-12-Place--3,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place-0,Lap-16-Place-0
DavidO'LOUGHLIN,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place--3,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place--1,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-0
LokCHEUNG,Lap-2-Place--3,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+2,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--1,Lap-13-Place-+1,Lap-14-Place-+1,Lap-15-Place-+2,Lap-16-Place-0
GlennOSHEA,Lap-2-Place-+7,Lap-3-Place-+5,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
JenningHUIZENGA,Lap-2-Place--2,Lap-3-Place--2,Lap-4-Place-+1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-+2,Lap-8-Place-+1,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-0
VitaliySHCHEDOV,Lap-2-Place-+1,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-+1,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-+2,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place--2,Lap-14-Place--1,Lap-15-Place--1,Lap-16-Place-0
DominiqueSTARK,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place--2,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place--3,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-+1,Lap-15-Place-0,Lap-16-Place-0
