India,0,0
Greece,0,0
Ukraine,0,0
CzechRepublic,-1,-1
Spain,0,1
GreatBritain,1,-4
Poland,1,1
Netherlands,-3,-1
Germany,-1,1
China,0,0
Russia,1,-1
NewZealand,0,0
France,3,3
Australia,0,0
Japan,0,0
