GREECE,-1
UKRAINE,3
JAPAN,-2
KOREA,1
COLOMBIA,-2
SPAIN,0
HONGKONG,2
NETHERLANDS,0
RUSSIA,-1
FRANCE,0
GERMANY,0
CHINA,-1
GREATBRITAIN,1
AUSTRALIA,0
LITHUANIA,0
