Venezuela,-2,-6
I.R.Iran,-2,1
Greece,-3,-3
Malaysia,1,-1
CzechRepublic,3,5
Ukraine,-1,2
MoscowTrackTeam,6,-1
MaxSuccessProCycling,-5,5
China,1,0
Colombia,0,1
Russia,0,0
Australia,4,2
YsdTrackTeam,-2,1
Netherlands,-9,0
Canada,2,1
Japan,1,1
Germany,-1,-9
Poland,3,1
GreatBritain,3,0
France,0,0
