Greece,1,0
Trinidad&Tobago,-1,-1
Colombia,0,1
CzechRepublic,-2,3
Malaysia,-2,-2
Spain,-1,1
Russia,4,-1
China,-1,1
Ukraine,1,0
Poland,-1,-1
Australia,-1,1
Germany,2,0
GreatBritain,2,0
Netherlands,0,0
France,-1,-2
