YudaiNITTA,-6,-2,2
AndreyKUBEEV,0,-1,3
SergioALIAGA,-3,-1,-1
WingLEUNG,0,0,1
TomasBABEK,1,1,0
KrzysztofMAKSEL,0,0,-1
GennadiiGENUS,0,1,1
EdwardDAWKINS,1,-1,0
JoseMORENO,-1,0,-3
FrancescoCECI,0,2,1
KianEMADICOFFIN,2,-1,2
RobinWAGNER,0,-1,-3
EricENGLER,0,0,-2
HugoHAAK,0,-3,0
JoachimEILERS,0,1,2
QuentinLAFARGUE,3,1,0
TeunMULDER,0,-2,-2
FrancoisPERVIS,0,0,0
