SPAIN,-1,1
UNITEDSTATES,1,-1
VENEZUELA,-4,-2
GREECE,-2,1
COLOMBIA,1,0
CZECHREPUBLIC,1,2
CANADA,1,-1
MALAYSIA,0,0
POLAND,2,0
JAPAN,-1,0
NETHERLANDS,1,-1
NEWZEALAND,-1,1
AUSTRALIA,-1,1
RUSSIA,1,-1
FRANCE,-1,1
CHINA,2,0
GERMANY,1,-1
GREATBRITAIN,0,0
