Brazil,0,1
Japan,-3,1
CzechRepublic,-1,0
Canada,-1,-1
China,4,0
GreatBritain,2,-1
TEAMERDGAS2012,3,0
NewZealand,0,-1
Australia,2,2
MOSCOWTRACKTEAM,2,0
UnitedStates,2,2
Netherlands,-5,-1
France,1,0
Venezuela,-8,-1
Poland,1,0
Germany,-1,0
Russia,2,-1
