TingKWOK,0,0,0
QiTANG,1,-1,-1
KamilKUCZYNSKI,3,1,-1
YudaiNITTA,-1,-1,0
StevenBURKE,1,6,5
AlexFRAME,0,0,3
LucasLISS,-3,1,4
AdrianTEKLINSKI,1,1,2
PuertaFABIAN,2,-3,-2
MiaoZHANG,2,0,-1
AlexanderQUINCY,1,-1,0
HugoHAAK,0,1,0
JuanPERALTA,1,-1,0
FilipDITZEL,0,-1,0
FrancescoCECI,1,1,0
JoachimEILERS,0,3,4
MichaelD'ALMEIDA,1,2,-1
FrancoisPERVIS,0,0,-2
TeunMULDER,0,-3,-1
StefanNIMKE,3,1,2
