"21,Nov",-1,0,-1
EthanMITCHELL,0,0,0
SyamilBAHRUM Muhammad,0,-1,0
JinKANG Dong,-1,-1,0
TakashiSAKAMOTO,-1,0,0
GiddeonMASSIE,-1,-2,2
ClemensSELZER,0,-1,-3
SaschaHUBNER,0,0,-2
"21,Nov",0,-1,0
TeunMULDER,0,1,1
ThomasBONAFOS,0,0,1
FrancescoCECI,2,1,-1
ScottSUNDERLAND,2,4,3
