FrancescoCECI,1,2,1
LokCHEUNG,0,2,1
JoachimEILERS,-7,2,4
HungWU,0,0,1
AdrianTEKLINSKI,2,-1,-1
DavidALONSO,-3,-1,-1
DaviROMEO,-3,-2,-2
AntonARO,-1,-2,1
PatrickLAWINO,0,0,0
MiaoZHANG,-1,1,-2
GiovanniMENDEZ,0,-3,-1
VitaliySHCHEDOV,-2,2,1
MatthewCRAMPTON,0,-1,-2
EoinMULLEN,0,0,-2
MatthijsBUCHLI,1,-2,0
MickaelD'ALMEIDA,1,2,2
AndreiKUBEEV,2,-1,1
StefanNIMKE,1,2,0
FilipDITZEL,2,-1,-1
SimonVAN,7,4,2
