Spain,0,-2
Italy,0,0
CzechRepublic,1,2
Ukraine,-1,1
Greece,0,-1
Japan,-1,1
China,1,1
Canada,1,-1
Netherlands,0,-1
Poland,-1,0
Russia,0,-2
NewZealand,1,3
GreatBritain,0,0
Australia,-1,-1
France,1,0
Germany,-1,0
