Belgium,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,-1,-1,-1,-1,1,0,0,0
Poland,0,1,-1,0,-1,0,1,-1,0,0,0
Australia,0,0,0,0,1,1,0,0,1,0,1
Belarus,1,0,0,1,-1,0,0,0,-1,0,0
GreatBritain,-1,-1,1,0,2,0,0,0,0,0,-1
