PetroholdingLeningrad,-2,0
ProterFocusTrackTeam,0,0
Greece,-2,0
Ukraine,0,0
Netherlands,1,0
CzechRepublic,1,0
Russia,0,-1
Poland,1,1
Japan,1,0
France,-1,0
Germany,0,0
GreatBritain,1,0
