Netherlands,2,-3
China,1,0
Italy,0,0
Malaysia,1,1
CzechRepublic,0,3
MAXSUCCESSPROCYCLING,-1,-3
Spain,-2,-1
Japan,-4,-1
France,5,1
Ukraine,0,-1
Germany,1,0
Australia,0,4
Russia,-11,1
Canada,3,-1
Poland,2,1
TEAMJAYCO,-1,0
NewZealand,3,2
MOSCOWTRACKTEAM,0,1
COFIDIS,1,-4
