Greece,1,-1
China,-2,2
Canada,-1,0
Australia,1,2
MOSCOWTRACKTEAM,2,-3
YSDTRACKTEAM,2,0
Japan,1,2
TEAMERDGAS.2012,-2,-1
NewZealand,0,3
Italy,0,0
TEAMJAYCOAIS,0,-1
Ukraine,-1,1
Spain,0,0
Russia,-2,0
CzechRepublic,1,0
GreatBritain,0,0
Poland,-2,-1
Germany,0,-1
Netherlands,2,-2
