AnnetteEDMONDSON,0,0,-1,0,0,0,0,1,0,-1,0
AnastasiyaCHULKOVA,3,0,-1,0,0,0,0,0,0,0,0
EugeniaBUJAK,-2,0,0,0,-1,0,0,0,0,1,0
SarahHAMMER,0,0,1,0,1,0,0,0,0,0,0
ElsBELMANS,2,0,-1,1,0,0,0,0,0,-1,0
AmyPIETERS,-1,0,1,-1,0,-1,0,0,0,0,0
AnnaNAGIRNAYA,0,0,0,0,0,0,0,0,-2,-1,0
CarolineRYAN,1,3,1,0,1,2,1,1,1,-1,0
LucieZALESKA,-3,0,1,0,0,-2,1,0,-1,-1,0
AmyCURE,0,0,0,0,-1,0,0,-1,0,1,0
LauraBROWN,3,-1,0,0,0,1,0,-1,1,1,0
