Position,Changes,Cluster
11,5,1
8,2,1
3,6,2
8,7,1
7,1,0
6,5,1
1,2,2
6,4,1
2,5,2
4,5,2
11,6,1
3,4,2
7,2,0
3,6,2
9,6,1
10,4,1
10,6,1
3,4,2
5,1,0
3,2,0
16,3,3
6,2,0
2,1,0
4,1,0
1,1,0
6,2,0
3,0,0
11,2,1
5,1,0
5,1,0
4,1,0
2,1,0
5,1,0
7,2,0
3,0,0
9,2,1
7,1,0
3,2,0
3,0,0
3,5,2
11,5,1
1,5,2
7,5,1
1,4,2
18,10,3
2,3,2
8,4,1
