lap,NZL,DEN,GER,ITA,RUS,NZL,ESP,USA,POL,FRA,NED,CHN,AUT,NZL,FRA,GER,POL,JPN,UKR,GBR,AUS,CHN,CZE,FRA,GER
1,20,23,1,21,22,16,10,18,14,2,13,8,15,3,11,9,5,6,7,12,19,4,17
2,22,23,1,20,21,16,13,18,17,2,9,7,15,3,14,6,11,10,5,8,19,4,12
3,22,23,1,20,21,14,13,19,16,2,6,11,12,4,17,8,15,10,5,7,18,3,9
4,22,23,3,20,21,13,12,19,16,1,6,14,9,4,18,10,15,11,5,7,17,2,8
5,22,23,5,20,21,13,12,19,15,1,6,16,8,3,18,10,14,11,4,9,17,2,7
6,22,23,8,21,20,13,11,18,14,1,5,17,7,3,19,12,16,10,4,9,15,2,6
7,21,23,9,22,19,13,11,17,14,1,6,20,5,3,18,12,16,10,7,8,15,2,4
8,19,23,12,22,17,15,9,18,13,1,6,21,5,3,16,11,20,10,7,8,14,2,4
